mmsi,start_time,end_time,is_fishing
252626663422393,2014-06-06T01:37:05Z,2014-06-10T16:41:38Z,1.0
252626663422393,2014-07-01T14:09:38Z,2014-07-02T21:16:52Z,0.0
252626663422393,2014-07-02T21:16:53Z,2014-07-06T14:25:55Z,1.0
252626663422393,2014-07-16T14:07:47Z,2014-07-16T16:16:52Z,0.0
252626663422393,2014-07-19T16:16:53Z,2014-07-20T11:24:52Z,0.0
252626663422393,2014-07-23T12:10:28Z,2014-07-23T22:19:16Z,0.0
252626663422393,2014-08-15T05:06:56Z,2014-08-16T17:06:55Z,1.0
252626663422393,2014-08-16T18:06:56Z,2014-08-17T15:06:55Z,0.0
252626663422393,2014-08-18T17:06:56Z,2014-08-18T21:06:55Z,0.0
252626663422393,2014-08-20T02:06:56Z,2014-08-20T03:06:59Z,0.0
252626663422393,2014-09-02T13:06:56Z,2014-09-04T03:07:10Z,0.0
205398406929032,2014-06-11T01:57:27Z,2014-06-11T18:05:52Z,0.0
205398406929032,2014-06-11T18:05:53Z,2014-06-16T02:07:18Z,1.0
205398406929032,2014-07-06T02:03:43Z,2014-07-20T14:05:52Z,1.0
205398406929032,2014-07-20T14:05:53Z,2014-07-21T02:10:36Z,0.0
205398406929032,2014-07-30T20:11:08Z,2014-08-04T20:23:15Z,0.0
205398406929032,2014-09-23T20:04:39Z,2014-09-26T17:14:17Z,1.0
205398406929032,2014-09-26T17:14:18Z,2014-09-27T15:14:17Z,0.0
205398406929032,2014-09-27T15:14:18Z,2014-10-02T15:14:17Z,1.0
205398406929032,2014-10-02T15:14:18Z,2014-10-03T20:17:57Z,0.0
205398406929032,2014-12-03T12:42:38Z,2014-12-04T20:50:37Z,0.0
205398406929032,2014-12-04T20:50:38Z,2014-12-08T12:55:18Z,1.0
205398406929032,2014-12-23T12:47:10Z,2014-12-27T00:50:37Z,1.0
205398406929032,2014-12-27T00:50:38Z,2014-12-28T12:57:33Z,0.0
62603844222786,2014-06-06T09:33:33Z,2014-06-10T18:33:32Z,1.0
62603844222786,2014-08-10T20:33:33Z,2014-08-15T00:40:33Z,1.0
62603844222786,2014-08-20T00:31:36Z,2014-08-21T06:33:32Z,1.0
62603844222786,2014-08-21T06:33:33Z,2014-08-21T20:33:32Z,0.0
62603844222786,2014-08-21T20:33:33Z,2014-08-23T02:33:32Z,1.0
62603844222786,2014-08-23T02:33:33Z,2014-08-23T22:33:32Z,0.0
62603844222786,2014-08-23T22:33:33Z,2014-08-25T00:33:55Z,1.0
62603844222786,2014-08-30T00:26:46Z,2014-09-08T17:33:32Z,1.0
62603844222786,2014-09-08T17:33:33Z,2014-09-09T00:39:34Z,0.0
62603844222786,2014-11-08T00:31:49Z,2014-11-11T00:33:32Z,1.0
62603844222786,2014-11-11T00:33:33Z,2014-11-13T00:39:02Z,0.0
278798244192815,2014-06-11T11:01:01Z,2014-06-12T19:06:28Z,0.0
278798244192815,2014-06-12T19:06:29Z,2014-06-16T11:10:23Z,1.0
278798244192815,2014-06-21T11:02:08Z,2014-06-26T11:10:11Z,0.0
278798244192815,2014-07-01T10:56:50Z,2014-07-03T16:15:48Z,0.0
278798244192815,2014-09-16T20:43:59Z,2014-09-21T20:48:33Z,1.0
278798244192815,2014-10-11T20:42:19Z,2014-10-16T20:47:47Z,1.0
278798244192815,2014-10-16T22:47:48Z,2014-10-19T19:47:47Z,1.0
278798244192815,2014-10-20T03:47:48Z,2014-10-20T18:47:47Z,1.0
278798244192815,2014-10-21T04:47:48Z,2014-10-21T18:47:47Z,1.0
7282782999381,2014-06-12T10:04:55Z,2014-06-17T10:17:29Z,0.0
