mmsi,is_fishing,label,sublabel,length,tonnage,list_sources,with_ranges
12208566615976,Non-fishing,Passenger,,,,five24_fishing,False
225434465856812,Non-fishing,Tug/Pilot/Supply,Pilot,,,five24_fishing,False
19281765106680,Non-fishing,Cargo/Tanker,Cargo,,,five24_fishing,False
174873964611486,Fishing,Purse seines,,,,kristina_fishing,False
129519122510954,Fishing,,,26.609999999999999,235.0,eu_fishing,False
64727077661452,Fishing,Fixed gear,Set gillnets,11.890000000000001,24.23,eu_fishing,False
14001641455348,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker_fishing,False
149475905576155,Fishing,Trawlers,,23.989999999999998,147.0,eu_fishing,False
153806125313981,Fishing,Trawlers,,11.960000000000001,22.510000000000002,eu_fishing,False
12466440553620,Fishing,Fixed gear,,17.260000000000002,36.0,eu_fishing,False
127394104442434,Non-fishing,Passenger,,,,five24_fishing,False
222003243165693,Non-fishing,Passenger,,,,five24_fishing,False
241023543206097,Non-fishing,Reefer,,,,reefer_fishing,False
259725900903033,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker_fishing,False
132556532785478,Fishing,Purse seines,,,,kristina_fishing,False
99390782380416,Fishing,Purse seines,,,,kristina_fishing,False
77887030190461,Non-fishing,Reefer,,,,reefer_fishing,False
200612346053329,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
147790950389381,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
280162546148385,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
245798442478172,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
84777151966334,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
199001295307664,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
123325089145040,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
232279576760790,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
246315334513266,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
59025809655583,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
200053460119550,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
154118739638214,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
70800680076030,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
213887557496481,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
32040577030598,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
190050047398911,Non-fishing,Passenger,Sailing,,,kristina_fishing,False
268660069143011,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
52749834529758,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
14568850052957,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
266562438998886,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
42625992108767,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
184495732389060,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
278457907486920,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
102837941684769,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
114995036033580,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
23613502346500,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
212097446545213,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
229840222906701,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
98488798296276,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
7005725304689,Non-fishing,Passenger,,,,alex_fishing,False
227196791555057,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
216724453455203,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
154654495918010,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
268968357999170,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
278832036892180,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
185574387958746,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
198199566915951,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
240988781505075,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
216748207814544,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
200827952774885,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
96167686633612,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
239953378715887,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
53121870548774,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
84945227047241,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
20714574261167,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
89202008217109,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
154581438244323,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
202999066011908,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
199815215468821,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
146667104853095,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
271331149435843,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
123945332296050,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
153099021693599,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
177906992693225,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
211798262550149,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
166037615287071,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
257872854293196,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
81118024605913,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
202904821242469,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
198750507196113,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
275863623637171,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
95554400582052,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
180660808604030,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
93013522148740,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
184832497910769,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
117200728986470,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
222675348794435,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
200167952631893,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
152788382123290,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
224841772594672,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
68556538944053,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
171736224448427,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
111893636693178,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
102623837260016,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
181385195565431,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
278194859204218,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
204611573045865,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
206625872010691,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
194097045302995,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
232950254943616,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
74305957003865,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
186650340161641,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
169261764373307,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
120932874636595,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
162279153126698,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
278484240868643,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
91831957199726,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
205707633022454,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
133975619466757,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
278701381346503,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
61349457320904,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
241957844608815,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
230788652406281,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
232038426257857,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
258095620167222,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
144114641999652,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
171311413573822,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
62106128532951,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
78484334668265,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
202454887187285,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
32219707941813,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
148913963051232,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
173830444608275,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
183087808626701,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
199313010223875,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
278451051767970,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
243783515313435,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
174488091175652,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
10808784587650,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
219250963966884,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
18685249110093,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
126075329913204,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
178445822601268,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
207686215641440,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
27890309611391,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
109411239540046,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
245401239544272,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
5937152061327,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
135209778141386,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
104328025062415,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
172307879715078,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
241839975675268,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
6646932002253,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
42745680478152,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
240397104167724,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
234273668046958,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
7207858895562,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
6806535640988,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
87071255028610,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
229588103285660,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
176097487603613,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
10602745409199,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
144124705854833,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
143963480649915,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
161617532660229,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
45499197345661,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
124147044357612,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
217265555742774,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
151673799692084,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
280344169749697,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
76056471496839,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
46751949508004,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
232606697725256,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
80907325466975,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
258958915845711,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
210864332431687,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
58917769995938,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
74639672196034,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
10724188429309,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
240522089680554,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
114060123978064,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
170167954951878,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
52739781500079,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
104368471676637,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
116493236569428,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
148112803919610,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
16416270229248,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
188496480538792,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
68789942142253,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
256121698465087,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
173491678955773,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
240272942558940,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
277498473556570,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
225549777784886,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
115046931697958,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
243685137524985,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
153412713671513,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
241667518211206,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
135121307847899,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
8236628646312,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
130463556041663,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
128596768573600,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
23719563248394,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
